"","ID","Overall.Rating","Program.Expenses","Administrative.Expenses","Fundraising.Expenses","Fundraising.Efficiency","Working.Capital.Ratio..years.","Program.Expenses.Growth","Liabilities.to.Assets","Independent.Voting.Board.Members","No.Material.diversion.of.assets","Audited.financials.prepared.by.independent.accountant","Does.Not.Provide.Loan.s..to.or.Receive.Loan.s..From.related.parties","Documents.Board.Meeting.Minutes","Provided.copy.of.Form.990.to.organization.s.governing.body.in.advance.of.filing","Conflict.of.Interest.Policy","Whistleblower.Policy","Records.Retention.and.Destruction.Policy","CEO.listed.with.salary","Process.for.determining.CEO.compensation","Board.Listed...Board.Members.Not.Compensated","Donor.Privacy.Policy","Board.Members.Listed","Audited.Financials","Form.990","Key.staff.listed","reg_prediction","reg_error"
"6375",7149,78.32,0.729,0.215,0.054,0.15,0.46,0.007,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,84.2693293613699,-5.94932936136989
"6376",7151,78.43,0.667,0.229,0.103,0.12,0.44,-0.093,0.025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.2912789813802,-4.8612789813802
"6377",7152,88.69,0.728,0.146,0.125,0.13,0.45,0.18,0.139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.7533262144346,-1.06332621443457
"6378",7153,95.48,0.933,0.019,0.046,0.04,3.01,0.069,0.175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,95.4225789726481,0.0574210273518787
"6379",7154,86.46,0.765,0.066,0.167,0.18,0.35,0.093,0.099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.1070984320548,1.35290156794515
"6380",7155,82.94,0.841,0.107,0.051,0.13,0.19,-0.063,0.214,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.2520326167059,-4.31203261670593
"6381",7156,77.48,0.567,0.181,0.25,0.18,0.58,0.231,0.206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,76.5499707543799,0.930029245620105
"6382",7157,73.32,0.674,0.112,0.212,0.32,6.25,0.027,0.016,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,72.6895843522696,0.630415647730402
"6383",7158,81.71,0.82,0.074,0.105,0.11,0.35,-0.025,0.399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.5219659588459,-5.81196595884592
"6384",7159,83.98,0.811,0.134,0.053,0.35,1.73,0.025,0.446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.1010247129871,-2.12102471298712
"6385",7160,82.51,0.691,0.112,0.195,0.18,0.37,0.221,0.524,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,82.9392646232326,-0.429264623232598
"6386",7161,88.68,0.874,0.1,0.025,0.02,0.25,0.201,0.44,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,85.4752295116069,3.20477048839314
"6387",7162,94.48,0.791,0.109,0.098,0.16,1.27,0.118,0.161,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.7645934358353,4.71540656416472
"6388",7163,86.75,0.72,0.146,0.133,0.14,0.79,0.179,0.032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.1589400936597,2.59105990634028
"6389",7165,95.04,0.824,0.084,0.091,0.08,0.7,0.229,0.116,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.5392506391177,1.50074936088228
"6390",7166,84.29,0.718,0.191,0.089,0.13,0.98,0.006,0.095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.030349264385,-3.74034926438502
"6391",7167,86.43,0.825,0.077,0.097,0.14,0.79,-0.004,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.7236967932785,-1.2936967932785
"6392",7168,84.84,0.758,0.183,0.057,0.04,9.05,-0.003,0.127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.0351781222452,-3.19517812224517
"6393",7170,86.11,0.826,0.096,0.077,0.26,2.42,0.01,0.049,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.4824935987857,0.627506401214305
"6394",7173,83.34,0.814,0.131,0.054,0.07,0.95,0.065,0.136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.3928673066436,1.94713269335642
"6395",7174,89.39,0.846,0.067,0.086,0.07,5.65,0.094,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.5427129019351,-0.152712901935075
"6396",7175,78.65,0.607,0.188,0.203,0.38,0.67,0.037,0.486,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,76.1425794790928,2.50742052090717
"6397",7176,90.59,0.759,0.201,0.039,0.05,2.35,0.06,0.109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.6302960257282,-0.0402960257282388
"6398",7177,78.77,0.905,0.07,0.024,0.02,0.07,0.032,0.392,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,81.1376107623316,-2.36761076233164
"6399",7178,88.07,0.753,0.143,0.103,0.11,0.48,0.127,0.123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.5919912612291,1.47800873877087
"6400",7179,89.53,0.895,0.054,0.049,0.04,1.43,0.044,0.055,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,94.7863794824072,-5.2563794824072
"6401",7180,94.69,0.865,0.034,0.099,0.15,0.73,0.251,0.191,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.5773660279647,0.112633972035326
"6402",7181,82.13,0.645,0.297,0.057,0.16,4.73,0.044,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,79.2819594052444,2.84804059475559
"6403",7182,82.59,0.692,0.235,0.071,0.05,1.51,-0.11,0.083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.6339616021018,1.95603839789815
"6404",7185,95.32,0.775,0.097,0.127,0.07,5.17,0.07,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,92.3855838958269,2.93441610417307
"6405",7187,85.94,0.664,0.095,0.239,0.23,1.04,-0.003,0.168,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,81.4989440517048,4.44105594829516
"6406",7188,99.34,0.818,0.121,0.059,0.07,3.55,0.103,0.005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.8499248579673,4.49007514203272
"6407",7189,81.8,0.733,0.179,0.086,0.08,0.86,0.433,0.274,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.8843141620445,0.915685837955522
"6408",7190,85.2,0.752,0.216,0.031,0.03,8.45,-0.022,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.1477434585934,-3.94774345859335
"6409",7191,100,0.874,0.078,0.046,0.03,3.9,0.177,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98.2111449994117,1.7888550005883
"6410",7192,92.2,0.827,0.135,0.036,0.03,5.52,0.092,0.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,91.637445260705,0.562554739295024
"6411",7193,95.57,0.761,0.131,0.107,0.08,4.22,0.078,0.005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,92.1738025052529,3.39619749474713
"6412",7194,77.64,0.799,0.1,0.1,0.23,1.97,0.07,0.003,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,77.5841229404373,0.0558770595626612
"6413",7195,88.78,0.655,0.131,0.212,0.14,8.86,0.133,0.057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.1879876139146,1.59201238608541
"6414",7196,94.17,0.774,0.113,0.112,0.09,4.8,0.075,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.3465049022292,2.82349509777076
"6415",7198,89.14,0.838,0.076,0.084,0.1,0.49,0.154,0.762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.4478049640959,1.69219503590412
"6416",7199,92.02,0.718,0.187,0.093,0.28,1.18,0.174,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.1567056758314,2.86329432416855
"6417",7200,92.01,0.73,0.18,0.088,0.12,1.72,0.061,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.2352791617305,1.77472083826952
"6418",7201,73.34,0.82,0.117,0.061,0.07,3.46,0.037,0.011,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,74.3854799624159,-1.04547996241594
"6419",7202,88.92,0.81,0.123,0.066,0.13,2.16,0.05,0.058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.5194404579731,0.400559542026926
"6420",7203,86,0.825,0.103,0.07,0.06,0.49,0.105,0.08,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,82.1506569098043,3.84934309019572
"6421",7204,78.96,0.933,0.03,0.035,0.03,0.2,0.2,0.495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.6821571029352,-2.72215710293524
"6422",7205,81.52,0.835,0.1,0.063,0.08,0.98,-0.026,0.165,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,83.0692996293258,-1.54929962932582
"6423",7207,96.13,0.834,0.042,0.122,0.16,2.42,0.189,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.2889710271709,1.84102897282905
"6424",7208,92.83,0.802,0.078,0.118,0.15,3.87,0.063,0.045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.8759695576459,0.954030442354053
"6425",7210,95,0.823,0.134,0.041,0.04,3.17,0.037,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.4627130646228,0.537286935377239
"6426",7211,80.67,0.836,0.104,0.059,0.05,4.35,0.01,0.007,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,79.6128902111219,1.05710978887807
"6427",7212,95.77,0.816,0.085,0.098,0.13,2.29,0.129,0.079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.0287863504137,2.74121364958633
"6428",7213,86.57,0.775,0.124,0.1,0.1,1.42,0.022,0.159,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.5861782995803,-3.01617829958028
"6429",7214,98.23,0.856,0.065,0.078,0.1,2.31,0.126,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.4224758533859,2.80752414661407
"6430",7215,86.67,0.803,0.07,0.126,0.11,3.35,-0.002,0.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.9217869655113,-4.2517869655113
"6431",7216,82.57,0.778,0.067,0.153,0.2,1.56,0.155,0.287,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.3321943168414,0.237805683158555
"6432",7217,84.92,0.76,0.13,0.109,0.14,3.86,0.049,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,86.3233285462468,-1.40332854624684
"6433",7218,90.04,0.797,0.089,0.113,0.18,2.09,0.049,0.022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.6785726684733,2.36142733152667
"6434",7219,90.49,0.83,0.035,0.134,0.14,0.71,0.046,0.141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,88.2172521321753,2.27274786782473
"6435",7220,92.52,0.919,0.036,0.044,0.04,0.89,0.061,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,93.2696938778638,-0.749693877863848
"6436",7221,69.94,0.798,0.08,0.121,0.13,1.1,0.164,0.074,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,68.9274520268678,1.01254797313223
"6437",7222,89.32,0.752,0.056,0.19,0.18,0.57,0.089,0.129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,85.1956993243188,4.12430067568121
"6438",7223,87.93,0.725,0.115,0.159,0.22,1.7,0.048,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.8656683983082,1.06433160169183
"6439",7224,88.1,0.843,0.04,0.116,0.31,0.96,0.014,0.037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.2950578972691,-2.19505789726907
"6440",7225,93.98,0.862,0.036,0.101,0.12,0.62,0.134,0.133,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,91.9553144104115,2.02468558958854
"6441",7226,87.01,0.741,0.109,0.148,0.12,3.92,-0.027,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.9044063290585,-0.894406329058498
"6442",7227,90.86,0.798,0.088,0.113,0.1,0.79,0.066,0.041,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,89.613802235716,1.24619776428402
"6443",7228,78.93,0.747,0.137,0.114,0.14,0.71,-0.04,0.237,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,77.1702157761382,1.75978422386177
"6444",7229,93.81,0.842,0.078,0.079,0.15,0.62,0.075,0.186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.6634865154379,3.14651348456206
"6445",7230,90.64,0.768,0.093,0.138,0.12,1.76,0.11,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.1185224669186,3.52147753308135
"6446",7231,84.86,0.722,0.079,0.197,0.39,1.72,0.041,0.037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,84.2660348058644,0.593965194135635
"6447",7232,85.01,0.739,0.095,0.164,0.17,0.65,0.01,0.095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.2246708318504,-2.2146708318504
"6448",7233,76.42,0.709,0.087,0.202,0.36,0.56,-0.016,0.069,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,79.3958592173937,-2.9758592173937
"6449",7234,83.42,0.639,0.187,0.172,0.14,3.49,0.043,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.514140668263,0.905859331736977
"6450",7235,89.88,0.86,0.044,0.094,0.15,0.65,0.018,0.181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.2500177083187,-0.370017708318684
"6451",7236,82.55,0.722,0.102,0.174,0.17,2.22,-0.057,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,80.93248015664,1.61751984336004
"6452",7237,92.7,0.845,0.032,0.122,0.12,1.28,0.056,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,90.7849938274205,1.91500617257954
"6453",7238,90.94,0.833,0.022,0.144,0.12,0.64,0.067,0.195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.6443021686769,0.295697831323139
"6454",7239,88.54,0.818,0.044,0.136,0.13,1.46,-0.015,0.072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.3927228094136,-0.852722809413621
"6455",7240,96.16,0.821,0.096,0.081,0.06,1.28,0.052,0.042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.1350076873779,4.02499231262213
"6456",7241,84.88,0.646,0.11,0.242,0.26,1.63,0.099,0.035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.6966241486966,4.18337585130338
"6457",7242,80.17,0.735,0.064,0.199,0.2,0.92,-0.051,0.131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.3434276491252,-1.17342764912517
"6458",7243,93.32,0.821,0.037,0.14,0.13,1.77,0.053,0.074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.4361877889873,2.88381221101271
"6459",7244,78.45,0.687,0.089,0.223,0.24,0.89,-0.034,0.057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,81.2296452330987,-2.77964523309865
"6460",7245,85.96,0.742,0.098,0.158,0.15,0.64,0.017,0.129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.3260425148047,-0.366042514804718
"6461",7246,92.74,0.813,0.037,0.148,0.16,1.39,0.043,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.6225228132936,3.11747718670644
"6462",7247,74.63,0.68,0.053,0.266,0.25,0.38,0.013,0.094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,76.7850542782745,-2.15505427827452
"6463",7248,90.57,0.776,0.097,0.125,0.12,1.32,0.048,0.036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.9502460381255,3.61975396187447
"6464",7249,80.02,0.697,0.097,0.204,0.19,2.43,0.06,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,77.0232438691805,2.99675613081946
"6465",7250,88.22,0.866,0.029,0.104,0.09,1.45,-0.039,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.9489473928045,-0.7289473928045
"6466",7251,73.03,0.647,0.105,0.247,0.25,0.18,0.028,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,74.9864885228015,-1.95648852280152
"6467",7252,88.35,0.833,0.041,0.124,0.11,1.15,-0.004,0.105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,88.2130467779964,0.136953222003598
"6468",7253,92.62,0.791,0.097,0.111,0.08,2.86,0.235,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.7699006945064,2.85009930549357
"6469",7254,94.28,0.861,0.035,0.103,0.12,0.74,0.104,0.144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.0549966700537,2.22500332994632
"6470",7255,85.72,0.795,0.043,0.16,0.24,2.03,0.037,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.8777144935337,-0.157714493533703
